# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Mammary_Gland.Muscle__cell            COVAR   14594      0.14452    0.0096356      0.18109      0.21243 Mammary_Gland.Muscle__cell
Mammary_Gland.Muscle_cell             COVAR   14594      0.14986    0.0083672      0.21408      0.24197 Mammary_Gland.Muscle_cell
Mammary_Gland.Muscle_cell_In...       COVAR   14594     -0.19011    -0.020309      0.11891      0.94506 Mammary_Gland.Muscle_cell_Inmt_high
Mammary_Gland.Muscle_cell_Pi...       COVAR   14594     -0.20606    -0.023236       0.1232      0.95279 Mammary_Gland.Muscle_cell_Pi16_high
Mammary_Gland.Myeloid_leukoc...       COVAR   14594      0.04855    0.0080138     0.098594      0.31122 Mammary_Gland.Myeloid_leukocyte
Mammary_Gland.Myoepithelial_...       COVAR   14594     -0.10299    -0.021199     0.080169      0.90053 Mammary_Gland.Myoepithelial_cell
Mammary_Gland.Natural_kill_c...       COVAR   14594     0.041832    0.0025058      0.21247      0.42196 Mammary_Gland.Natural_kill_cell
Mammary_Gland.NK_cell                 COVAR   14594    -0.027806   -0.0029747        0.147      0.57501 Mammary_Gland.NK_cell
Mammary_Gland.NK_cell_Cd8b1_...       COVAR   14594     -0.22778    -0.022966      0.12978      0.96037 Mammary_Gland.NK_cell_Cd8b1_high
Mammary_Gland.NK_cell_Gzma_h...       COVAR   14594     -0.14522    -0.017252      0.15253      0.82946 Mammary_Gland.NK_cell_Gzma_high
Mammary_Gland.NK_cells_Gzmb_...       COVAR   14594    -0.016942   -0.0044644     0.068474       0.5977 Mammary_Gland.NK_cells_Gzmb_high
Mammary_Gland.Secretory_alve...1      COVAR   14594     0.094461     0.026531     0.072569     0.096526 Mammary_Gland.Secretory_alveoli_cell
Mammary_Gland.Secretory_alve...3      COVAR   14594      0.21286     0.013827      0.17228      0.10833 Mammary_Gland.Secretory_alveoli_cell_Actb_high
Mammary_Gland.Secretory_alve...4      COVAR   14594     0.055767    0.0040985      0.16783      0.36984 Mammary_Gland.Secretory_alveoli_cell_Apod_high
Mammary_Gland.Secretory_alve...5      COVAR   14594     0.089865    0.0056121      0.19454      0.32207 Mammary_Gland.Secretory_alveoli_cell_Atf3_high
Mammary_Gland.Secretory_alve...2      COVAR   14594     0.070048     0.004727      0.16196      0.33269 Mammary_Gland.Secretory_alveoli_cell_AW112010_high
Mammary_Gland.Secretory_alve...6      COVAR   14594     0.024976    0.0015941      0.19959      0.45021 Mammary_Gland.Secretory_alveoli_cell_Bckdha_high
Mammary_Gland.Secretory_alve...7      COVAR   14594     0.066153    0.0049302      0.17678      0.35412 Mammary_Gland.Secretory_alveoli_cell_Ccng1_high
Mammary_Gland.Secretory_alve...8      COVAR   14594    -0.013032  -0.00091471       0.1602      0.53242 Mammary_Gland.Secretory_alveoli_cell_Cd63_high
Mammary_Gland.Secretory_alve...9      COVAR   14594      0.15728     0.011183      0.14964      0.14663 Mammary_Gland.Secretory_alveoli_cell_Cd83_high
Mammary_Gland.Secretory_alve...10     COVAR   14594     -0.03462   -0.0023792      0.18001      0.57625 Mammary_Gland.Secretory_alveoli_cell_Cfd_high
Mammary_Gland.Secretory_alve...11     COVAR   14594     0.052634     0.003462      0.19806      0.39522 Mammary_Gland.Secretory_alveoli_cell_Cgrrf1_high
Mammary_Gland.Secretory_alve...12     COVAR   14594     0.028063    0.0020253      0.13943      0.42024 Mammary_Gland.Secretory_alveoli_cell_Cide.Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...14     COVAR   14594      0.16756     0.010076      0.19137      0.19063 Mammary_Gland.Secretory_alveoli_cell_Cidea_high
Mammary_Gland.Secretory_alve...13     COVAR   14594      0.26518     0.017458       0.1484     0.036985 Mammary_Gland.Secretory_alveoli_cell_Cidea.Elovl5_high
Mammary_Gland.Secretory_alve...15     COVAR   14594     0.097715    0.0077152      0.12564      0.21836 Mammary_Gland.Secretory_alveoli_cell_Clu_high
Mammary_Gland.Secretory_alve...16     COVAR   14594      0.19986     0.012814       0.1615      0.10795 Mammary_Gland.Secretory_alveoli_cell_Cnp_high
Mammary_Gland.Secretory_alve...17     COVAR   14594       0.2435     0.018912      0.11979     0.021051 Mammary_Gland.Secretory_alveoli_cell_Crip1_high
Mammary_Gland.Secretory_alve...18     COVAR   14594     0.079462     0.011007      0.12234        0.258 Mammary_Gland.Secretory_alveoli_cell_Csn2_high
Mammary_Gland.Secretory_alve...19     COVAR   14594      0.11312     0.009293      0.12045      0.17384 Mammary_Gland.Secretory_alveoli_cell_Cyb561_high
Mammary_Gland.Secretory_alve...20     COVAR   14594     0.037487    0.0025925      0.18028      0.41764 Mammary_Gland.Secretory_alveoli_cell_Dnajb1_high
Mammary_Gland.Secretory_alve...21     COVAR   14594    -0.026149   -0.0019041      0.16064      0.56465 Mammary_Gland.Secretory_alveoli_cell_Ehf_high
Mammary_Gland.Secretory_alve...22     COVAR   14594    -0.020966   -0.0018929      0.10683       0.5778 Mammary_Gland.Secretory_alveoli_cell_Fcer1g_high
Mammary_Gland.Secretory_alve...25     COVAR   14594    -0.042255   -0.0028863      0.14578      0.61404 Mammary_Gland.Secretory_alveoli_cell_Fth1_high
Mammary_Gland.Secretory_alve...23     COVAR   14594    -0.031748     -0.00365     0.076135      0.66166 Mammary_Gland.Secretory_alveoli_cell_Fth1.Cib1_high
Mammary_Gland.Secretory_alve...24     COVAR   14594      -0.0246   -0.0019216      0.13359      0.57305 Mammary_Gland.Secretory_alveoli_cell_Fth1.Wfdc3_high
Mammary_Gland.Secretory_alve...26     COVAR   14594      0.10007    0.0064448      0.19152      0.30066 Mammary_Gland.Secretory_alveoli_cell_Gadd45b_high
Mammary_Gland.Secretory_alve...27     COVAR   14594     0.068268     0.004447      0.17404      0.34744 Mammary_Gland.Secretory_alveoli_cell_Ggnbp2_high
Mammary_Gland.Secretory_alve...28     COVAR   14594    -0.014461  -0.00093273      0.19132      0.53012 Mammary_Gland.Secretory_alveoli_cell_Gm1673_high
Mammary_Gland.Secretory_alve...29     COVAR   14594     0.079331    0.0048804      0.19598      0.34282 Mammary_Gland.Secretory_alveoli_cell_Gpx3_high
Mammary_Gland.Secretory_alve...30     COVAR   14594      0.29514     0.018966      0.19821     0.068251 Mammary_Gland.Secretory_alveoli_cell_Hes1_high
Mammary_Gland.Secretory_alve...31     COVAR   14594      0.12145    0.0083271      0.17647      0.24567 Mammary_Gland.Secretory_alveoli_cell_Hsp90aa1_high
Mammary_Gland.Secretory_alve...32     COVAR   14594     0.029504    0.0018733      0.19273      0.43917 Mammary_Gland.Secretory_alveoli_cell_Hspa1a_high
Mammary_Gland.Secretory_alve...33     COVAR   14594    0.0013505    0.0001325      0.10637      0.49494 Mammary_Gland.Secretory_alveoli_cell_Ifi27l2a_high
Mammary_Gland.Secretory_alve...34     COVAR   14594      0.06359    0.0042945      0.18184      0.36328 Mammary_Gland.Secretory_alveoli_cell_Ifi35_high
Mammary_Gland.Secretory_alve...35     COVAR   14594     0.083812    0.0060921      0.15291      0.29181 Mammary_Gland.Secretory_alveoli_cell_Igfbp7_high
Mammary_Gland.Secretory_alve...36     COVAR   14594     0.075084    0.0047067      0.19312      0.34872 Mammary_Gland.Secretory_alveoli_cell_Ighm1_high
Mammary_Gland.Secretory_alve...38     COVAR   14594     -0.15473    -0.010967      0.14246      0.86127 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110_high
Mammary_Gland.Secretory_alve...37     COVAR   14594    -0.076338   -0.0052878      0.15492       0.6889 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110.P4hb_high
Mammary_Gland.Secretory_alve...39     COVAR   14594     -0.14513   -0.0098137      0.15577      0.82424 Mammary_Gland.Secretory_alveoli_cell_Igkv1.117_high
Mammary_Gland.Secretory_alve...40     COVAR   14594      0.18331      0.01224      0.16446      0.13252 Mammary_Gland.Secretory_alveoli_cell_Iglc1_high
Mammary_Gland.Secretory_alve...41     COVAR   14594      0.30577     0.021083      0.16935     0.035501 Mammary_Gland.Secretory_alveoli_cell_Igsf8_high
Mammary_Gland.Secretory_alve...42     COVAR   14594      0.02773    0.0018068      0.19592      0.44372 Mammary_Gland.Secretory_alveoli_cell_Kif5b_high
Mammary_Gland.Secretory_alve...43     COVAR   14594   -0.0063394  -0.00040372      0.17992      0.51405 Mammary_Gland.Secretory_alveoli_cell_Klf2_high
Mammary_Gland.Secretory_alve...44     COVAR   14594      0.03484    0.0022433       0.1985      0.43034 Mammary_Gland.Secretory_alveoli_cell_Klf6_high
Mammary_Gland.Secretory_alve...45     COVAR   14594     0.066277     0.004649      0.14798      0.32713 Mammary_Gland.Secretory_alveoli_cell_Lgals1_high
Mammary_Gland.Secretory_alve...46     COVAR   14594     -0.11202   -0.0082372      0.13904      0.78979 Mammary_Gland.Secretory_alveoli_cell_Ly6a_high
Mammary_Gland.Secretory_alve...47     COVAR   14594     0.095593    0.0071483      0.15925      0.27416 Mammary_Gland.Secretory_alveoli_cell_Lyz2_high
Mammary_Gland.Secretory_alve...48     COVAR   14594     0.038678    0.0025762      0.16966      0.40984 Mammary_Gland.Secretory_alveoli_cell_Malat1_high
Mammary_Gland.Secretory_alve...49     COVAR   14594     0.064555    0.0040919      0.18045      0.36027 Mammary_Gland.Secretory_alveoli_cell_Mat2a_high
Mammary_Gland.Secretory_alve...50     COVAR   14594    -0.011714  -0.00072965      0.18174      0.52569 Mammary_Gland.Secretory_alveoli_cell_Mrpl15_high
Mammary_Gland.Secretory_alve...76     COVAR   14594     -0.10847   -0.0066781      0.20403       0.7025 Mammary_Gland.Secretory_alveoli_cell_mt.Tp_high
Mammary_Gland.Secretory_alve...51     COVAR   14594     0.089097    0.0061623      0.14977      0.27596 Mammary_Gland.Secretory_alveoli_cell_Naxd_high
Mammary_Gland.Secretory_alve...52     COVAR   14594     0.096361    0.0062145      0.19287      0.30868 Mammary_Gland.Secretory_alveoli_cell_Pa2g4_high
Mammary_Gland.Secretory_alve...53     COVAR   14594   -0.0069648  -0.00052279       0.1414      0.51964 Mammary_Gland.Secretory_alveoli_cell_Prkcsh_high
Mammary_Gland.Secretory_alve...54     COVAR   14594      0.10404    0.0070806      0.18018      0.28182 Mammary_Gland.Secretory_alveoli_cell_Ptpn18_high
Mammary_Gland.Secretory_alve...55     COVAR   14594    -0.076961   -0.0050869      0.15883      0.68599 Mammary_Gland.Secretory_alveoli_cell_Rac2_high
Mammary_Gland.Secretory_alve...56     COVAR   14594     0.031548    0.0020653      0.16587      0.42458 Mammary_Gland.Secretory_alveoli_cell_Retnla_high
Mammary_Gland.Secretory_alve...57     COVAR   14594     0.011314   0.00080216      0.14864      0.46966 Mammary_Gland.Secretory_alveoli_cell_Rgs2_high_Rora_high
Mammary_Gland.Secretory_alve...58     COVAR   14594      0.17598     0.011994      0.15433       0.1271 Mammary_Gland.Secretory_alveoli_cell_Rhob_high
Mammary_Gland.Secretory_alve...59     COVAR   14594     0.065385    0.0047964      0.13501      0.31409 Mammary_Gland.Secretory_alveoli_cell_S100a11_high
Mammary_Gland.Secretory_alve...60     COVAR   14594      0.15278     0.010811      0.16529      0.17766 Mammary_Gland.Secretory_alveoli_cell_Sars_high
Mammary_Gland.Secretory_alve...61     COVAR   14594     0.085293    0.0057209      0.16544      0.30308 Mammary_Gland.Secretory_alveoli_cell_Sh3bgrl3_high
Mammary_Gland.Secretory_alve...62     COVAR   14594      0.06858    0.0048042      0.17556      0.34804 Mammary_Gland.Secretory_alveoli_cell_Snord118_high
Mammary_Gland.Secretory_alve...63     COVAR   14594     0.097048    0.0062659      0.20232      0.31573 Mammary_Gland.Secretory_alveoli_cell_Spp1_high
Mammary_Gland.Secretory_alve...64     COVAR   14594     0.058899    0.0039094      0.18806      0.37707 Mammary_Gland.Secretory_alveoli_cell_Srsf11_high
Mammary_Gland.Secretory_alve...65     COVAR   14594     0.022133    0.0017956      0.13471      0.43475 Mammary_Gland.Secretory_alveoli_cell_Taf1d_high
Mammary_Gland.Secretory_alve...66     COVAR   14594      0.13171    0.0087292      0.15345      0.19536 Mammary_Gland.Secretory_alveoli_cell_Thy1_high
Mammary_Gland.Secretory_alve...67     COVAR   14594     0.010461   0.00074429        0.145      0.47124 Mammary_Gland.Secretory_alveoli_cell_Tmem123_high
Mammary_Gland.Secretory_alve...68     COVAR   14594     0.044211    0.0028436      0.16867      0.39662 Mammary_Gland.Secretory_alveoli_cell_Tmsb10_high
Mammary_Gland.Secretory_alve...69     COVAR   14594   -0.0036031  -0.00041779      0.14454      0.50994 Mammary_Gland.Secretory_alveoli_cell_Trf_high
Mammary_Gland.Secretory_alve...70     COVAR   14594    -0.018086   -0.0013249      0.15975      0.54507 Mammary_Gland.Secretory_alveoli_cell_Tubb5_high
Mammary_Gland.Secretory_alve...71     COVAR   14594      0.22476     0.014615      0.17171     0.095289 Mammary_Gland.Secretory_alveoli_cell_Tyrobp_high
Mammary_Gland.Secretory_alve...72     COVAR   14594     0.015446    0.0010745      0.17056      0.46392 Mammary_Gland.Secretory_alveoli_cell_Ube2e3_high
Mammary_Gland.Secretory_alve...73     COVAR   14594     0.041449    0.0025307      0.20914      0.42145 Mammary_Gland.Secretory_alveoli_cell_Wfdc17_high
Mammary_Gland.Secretory_alve...74     COVAR   14594     -0.11364   -0.0097642      0.10469      0.86115 Mammary_Gland.Secretory_alveoli_cell_Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...75     COVAR   14594      0.15305     0.010189      0.18937      0.20949 Mammary_Gland.Secretory_alveoli_cell_Yif1b1_high
Mammary_Gland.Stem_and_proge...       COVAR   14594     -0.05081   -0.0056936       0.1373      0.64433 Mammary_Gland.Stem_and_progenitor_cell
Mammary_Gland.Stromal_cell            COVAR   14594     -0.27317    -0.029112      0.14416      0.97094 Mammary_Gland.Stromal_cell
Mammary_Gland.Stromal_cell_C...       COVAR   14594     -0.24394    -0.029958      0.12893      0.97075 Mammary_Gland.Stromal_cell_Col3a1_high
Mammary_Gland.Stromal_cell_P...       COVAR   14594      -0.2155    -0.029829      0.10679       0.9782 Mammary_Gland.Stromal_cell_Pi16_high
Mammary_Gland.T_cell                  COVAR   14594     -0.22058    -0.022206      0.18079      0.88877 Mammary_Gland.T_cell
Mammary_Gland.T_cell_Cd8b1_h...       COVAR   14594     -0.15826    -0.014733      0.16076      0.83755 Mammary_Gland.T_cell_Cd8b1_high
Mammary_Gland.T_cell_Grwd1_h...       COVAR   14594     0.060581     0.010347     0.053132      0.12711 Mammary_Gland.T_cell_Grwd1_high
Mammary_Gland.T_cell_Icos_hi...       COVAR   14594      -0.1557    -0.015552      0.12511      0.89334 Mammary_Gland.T_cell_Icos_high
Mammary_Gland.T_cell_Ly6c2_h...       COVAR   14594     -0.14042    -0.014021      0.14882      0.82729 Mammary_Gland.T_cell_Ly6c2_high
Mammary_Gland.T_cell_Pclaf_h...       COVAR   14594     -0.13023    -0.016766      0.13015      0.84148 Mammary_Gland.T_cell_Pclaf_high
Mammary_Gland.T.cells_Ctla4_...       COVAR   14594    -0.088048   -0.0097279      0.14815      0.72384 Mammary_Gland.T.cells_Ctla4_high
Muscle.B_cell_Jchain_high             COVAR   14594    0.0014137   0.00019525     0.095169      0.49407 Muscle.B_cell_Jchain_high
Muscle.B_cell_Vpreb3_high             COVAR   14594      0.03637    0.0046465      0.11554      0.37646 Muscle.B_cell_Vpreb3_high
Muscle.Dendritic_cell                 COVAR   14594    -0.019215   -0.0023027     0.087884      0.58653 Muscle.Dendritic_cell
Muscle.Endothelial_cell               COVAR   14594     -0.19542    -0.020414       0.1111      0.96069 Muscle.Endothelial_cell
Muscle.Erythroblast_Car1_high         COVAR   14594    -0.013038   -0.0037793     0.050222      0.60241 Muscle.Erythroblast_Car1_high
Muscle.Erythroblast_Car2_high         COVAR   14594     0.086452     0.011356     0.095895      0.18366 Muscle.Erythroblast_Car2_high
Muscle.Granulocyte_monocyte_...       COVAR   14594    -0.086536     -0.01456      0.10476       0.7956 Muscle.Granulocyte_monocyte_progenitor_cell
Muscle.Macrophage_Ms4a6c_high         COVAR   14594       0.1174     0.016648      0.13315      0.18897 Muscle.Macrophage_Ms4a6c_high
Muscle.Macrophage_Retnla_high         COVAR   14594      0.10876     0.014672       0.1039      0.14761 Muscle.Macrophage_Retnla_high
Muscle.Muscle_cell_Tnnc1_high         COVAR   14594    -0.044372   -0.0074426     0.056043      0.78574 Muscle.Muscle_cell_Tnnc1_high
Muscle.Muscle_cell_Tnnc2_high         COVAR   14594    -0.071108    -0.010718     0.068405      0.85071 Muscle.Muscle_cell_Tnnc2_high
Muscle.Muscle_progenitor_cell         COVAR   14594    -0.069008   -0.0073877      0.13402      0.69669 Muscle.Muscle_progenitor_cell
Muscle.Neutrophil_Camp_high           COVAR   14594    -0.038681   -0.0047983      0.10639      0.64191 Muscle.Neutrophil_Camp_high
Muscle.Neutrophil_Prg2_high           COVAR   14594    0.0040606   0.00071976     0.050203      0.46777 Muscle.Neutrophil_Prg2_high
Muscle.Neutrophil_Retnlg_high         COVAR   14594    -0.083626    -0.011224      0.07951      0.85354 Muscle.Neutrophil_Retnlg_high
Muscle.Stromal_cell                   COVAR   14594     -0.24014     -0.02804      0.10974      0.98567 Muscle.Stromal_cell
Muscle.T_cell                         COVAR   14594    -0.046822   -0.0063685     0.072207      0.74165 Muscle.T_cell
Ovary.Cumulus_cell_Car14_high         COVAR   14594    -0.050887   -0.0073369      0.11484      0.67115 Ovary.Cumulus_cell_Car14_high
Ovary.Cumulus_cell_Nupr1_high         COVAR   14594     -0.19345    -0.022311      0.14804      0.90435 Ovary.Cumulus_cell_Nupr1_high
Ovary.Cumulus_cell_Ube2c_high         COVAR   14594    0.0014947   0.00025193     0.094132      0.49367 Ovary.Cumulus_cell_Ube2c_high
Ovary.Granulosa_cell_Inhba_h...       COVAR   14594   -0.0012074  -0.00015287      0.12512      0.50385 Ovary.Granulosa_cell_Inhba_high
Ovary.Granulosa_cell_Kctd14_...       COVAR   14594     -0.15008    -0.017546      0.13687      0.86356 Ovary.Granulosa_cell_Kctd14_high
Ovary.Large_luteal_cell               COVAR   14594    0.0047761   0.00091659      0.08986      0.47881 Ovary.Large_luteal_cell
Ovary.luteal_cells                    COVAR   14594     0.030539    0.0087884     0.059857      0.30496 Ovary.luteal_cells
Ovary.Macrophage_Lyz2_high            COVAR   14594      0.23352     0.036934      0.11059     0.017374 Ovary.Macrophage_Lyz2_high
Ovary.Marcrophage_Cd74_high           COVAR   14594       0.1847     0.023385     0.084834     0.014741 Ovary.Marcrophage_Cd74_high
Ovary.Ovarian_surface_epithe...       COVAR   14594    -0.079074    -0.012913     0.094815      0.79785 Ovary.Ovarian_surface_epithelium_cell
Ovary.Ovarian_vascular_surfa...       COVAR   14594    -0.078473    -0.015689     0.085207      0.82146 Ovary.Ovarian_vascular_surface_endothelium_cell
Ovary.Small_luteal_cell               COVAR   14594     0.069218    0.0074205      0.15479      0.32737 Ovary.Small_luteal_cell
Ovary.Stroma_cell_                    COVAR   14594      -0.2018    -0.027873      0.13652      0.93032 Ovary.Stroma_cell_
Ovary.Thecal_cell                     COVAR   14594     0.095643     0.013646      0.11924      0.21126 Ovary.Thecal_cell
Pancreas.Acinar_cell                  COVAR   14594     -0.13126    -0.015957     0.088652      0.93064 Pancreas.Acinar_cell
Pancreas.B_cell                       COVAR   14594    -0.039524   -0.0052229     0.078005      0.69381 Pancreas.B_cell
Pancreas.Dendrtic_cell                COVAR   14594     0.084605     0.009737      0.12749      0.25346 Pancreas.Dendrtic_cell
Pancreas.Dividing_cell                COVAR   14594    0.0062145    0.0011787     0.069144      0.46419 Pancreas.Dividing_cell
Pancreas.Ductal_cell                  COVAR   14594      0.16569     0.018963      0.14417      0.12524 Pancreas.Ductal_cell
Pancreas.Endocrine_cell               COVAR   14594     -0.11349    -0.011453      0.14378      0.78504 Pancreas.Endocrine_cell
Pancreas.Endothelial_cell_Fa...       COVAR   14594     0.070143    0.0067889      0.14106       0.3095 Pancreas.Endothelial_cell_Fabp4_high
Pancreas.Endothelial_cell_Lr...       COVAR   14594     -0.12499    -0.017402     0.092206      0.91237 Pancreas.Endothelial_cell_Lrg1_high
Pancreas.Endothelial_cell_Tm...       COVAR   14594     0.017583    0.0017339      0.13037      0.44636 Pancreas.Endothelial_cell_Tm4sf1_high
Pancreas.Erythroblast_Hbb.bt...       COVAR   14594     0.013235    0.0019701     0.080771      0.43492 Pancreas.Erythroblast_Hbb.bt_high
Pancreas.Erythroblast_Igkc_h...       COVAR   14594      -0.0696   -0.0066215      0.11865      0.72126 Pancreas.Erythroblast_Igkc_high
Pancreas.Granulocyte                  COVAR   14594   -0.0021375  -0.00037528     0.055621      0.51533 Pancreas.Granulocyte
Pancreas.Macrophage                   COVAR   14594      0.39193     0.035172       0.1644    0.0085691 Pancreas.Macrophage
Pancreas.Macrophage_Ly6c2_hi...       COVAR   14594     0.048225    0.0054771      0.10714      0.32631 Pancreas.Macrophage_Ly6c2_high
Pancreas.Smooth_muscle_cell_...1      COVAR   14594   -0.0012597  -0.00014035        0.108      0.50465 Pancreas.Smooth_muscle_cell_Acta2_high
Pancreas.Smooth_muscle_cell_...2      COVAR   14594     0.013825    0.0014113      0.10536       0.4478 Pancreas.Smooth_muscle_cell_Rgs5_high
Pancreas.Stromal_cell_Fn1_hi...       COVAR   14594     -0.17236    -0.021197      0.10848      0.94394 Pancreas.Stromal_cell_Fn1_high
Pancreas.Stromal_cell_Mfap4_...       COVAR   14594     -0.14156    -0.020357     0.091837      0.93838 Pancreas.Stromal_cell_Mfap4_high
Pancreas.Stromal_cell_Smoc2_...       COVAR   14594     -0.13604    -0.015557      0.11615      0.87925 Pancreas.Stromal_cell_Smoc2_high
Pancreas.T_cell                       COVAR   14594    -0.024267    -0.002699      0.10133      0.59463 Pancreas.T_cell
Pancreas.β.cell                      COVAR   14594      0.05134    0.0072965      0.10042      0.30459 Pancreas.β.cell
Peripheral_Blood.B_cell_Igha...       COVAR   14594     -0.05445   -0.0092404     0.084456      0.74044 Peripheral_Blood.B_cell_Igha_high
Peripheral_Blood.B_cell_Ly6d...       COVAR   14594      0.16342     0.014264      0.16483      0.16074 Peripheral_Blood.B_cell_Ly6d_high
Peripheral_Blood.B_cell_Rps2...       COVAR   14594   -0.0012754  -0.00010693      0.13325      0.50382 Peripheral_Blood.B_cell_Rps27rt_high
Peripheral_Blood.B_cell_Vpre...       COVAR   14594    -0.031023   -0.0042527      0.10589      0.61523 Peripheral_Blood.B_cell_Vpreb3_high
Peripheral_Blood.Basophil_Pr...       COVAR   14594     -0.28288    -0.033526      0.13047      0.98492 Peripheral_Blood.Basophil_Prss34_high
Peripheral_Blood.Dendritic_c...       COVAR   14594     0.047855    0.0052402      0.14173      0.36782 Peripheral_Blood.Dendritic_cell_Siglech_high
Peripheral_Blood.Erythroblas...1      COVAR   14594     0.016615    0.0043747     0.052876      0.37667 Peripheral_Blood.Erythroblast_Car2_high
Peripheral_Blood.Erythroblas...2      COVAR   14594     0.019281    0.0033792     0.051007      0.35271 Peripheral_Blood.Erythroblast_Hba.a2_high
Peripheral_Blood.Macrophage_...1      COVAR   14594      0.37798     0.035964      0.15123    0.0062261 Peripheral_Blood.Macrophage_Ace_high
Peripheral_Blood.Macrophage_...2      COVAR   14594    -0.026338   -0.0031424      0.11326      0.59194 Peripheral_Blood.Macrophage_Flt.ps1_high
Peripheral_Blood.Macrophage_...3      COVAR   14594   0.00078331   0.00011042     0.068979      0.49547 Peripheral_Blood.Macrophage_Pf4_high
Peripheral_Blood.Macrophage_...4      COVAR   14594      0.30912     0.032834      0.15203     0.021018 Peripheral_Blood.Macrophage_S100a4_high
Peripheral_Blood.Monocyte_El...       COVAR   14594     -0.11534    -0.023836     0.085317      0.91179 Peripheral_Blood.Monocyte_Elane_high
Peripheral_Blood.Monocyte_F1...       COVAR   14594      0.10912     0.015861      0.11392      0.16907 Peripheral_Blood.Monocyte_F13a1_high
Peripheral_Blood.Neutrophil_...1      COVAR   14594     0.014706    0.0017963      0.10753      0.44561 Peripheral_Blood.Neutrophil_Camp_high
Peripheral_Blood.Neutrophil_...2      COVAR   14594      0.14995     0.014596      0.13186      0.12774 Peripheral_Blood.Neutrophil_Il1b_high
Peripheral_Blood.Neutrophil_...3      COVAR   14594     0.016763     0.001814      0.10613      0.43725 Peripheral_Blood.Neutrophil_Ltf_high
Peripheral_Blood.Neutrophil_...4      COVAR   14594     -0.01726   -0.0022716     0.079163      0.58629 Peripheral_Blood.Neutrophil_Retnlg_high
Peripheral_Blood.NK_cell_Gzm...       COVAR   14594     0.009059   0.00081544      0.17673      0.47956 Peripheral_Blood.NK_cell_Gzma_high
Peripheral_Blood.T_cell_Gm14...       COVAR   14594     -0.19673    -0.017118      0.14748      0.90889 Peripheral_Blood.T_cell_Gm14303_high
Peripheral_Blood.T_cell_Trbc...       COVAR   14594    -0.077052   -0.0070954      0.16456      0.68019 Peripheral_Blood.T_cell_Trbc2_high
Prostate.Dendritic_cell               COVAR   14594     -0.16477    -0.010705      0.19766      0.79773 Prostate.Dendritic_cell
Prostate.Epithelial_cell              COVAR   14594     -0.32776    -0.022288      0.22101      0.93095 Prostate.Epithelial_cell
Prostate.Glandular_epithelium         COVAR   14594     0.031832    0.0019792      0.22292      0.44323 Prostate.Glandular_epithelium
Prostate.Prostate_gland_cell          COVAR   14594     -0.22734    -0.013598      0.25054      0.81789 Prostate.Prostate_gland_cell
Prostate.Stromal_cell                 COVAR   14594     -0.21225    -0.012677      0.23852      0.81322 Prostate.Stromal_cell
Prostate.T_cell                       COVAR   14594    -0.039112   -0.0026845      0.19924      0.57781 Prostate.T_cell
Small_Intestine.B_cell_Ighd_...       COVAR   14594     0.043672    0.0046612       0.1323      0.37066 Small_Intestine.B_cell_Ighd_high
Small_Intestine.B_cell_Igkv1...       COVAR   14594      -0.2096    -0.026211      0.12174      0.95742 Small_Intestine.B_cell_Igkv12.46_high
Small_Intestine.B_cell_Jchai...       COVAR   14594     -0.21921    -0.022703       0.1411      0.93985 Small_Intestine.B_cell_Jchain_high
Small_Intestine.B_cell_Ms4a1...       COVAR   14594     0.048865    0.0071823      0.10865      0.32646 Small_Intestine.B_cell_Ms4a1_high
Small_Intestine.Columnar_epi...       COVAR   14594    0.0078797    0.0014634     0.081972      0.46171 Small_Intestine.Columnar_epithelium
Small_Intestine.Dendritic_ce...       COVAR   14594      0.14317     0.017551      0.11255      0.10168 Small_Intestine.Dendritic_cell_Siglech_high
Small_Intestine.Dendrtic_cel...       COVAR   14594      0.14359     0.018656      0.11933      0.11444 Small_Intestine.Dendrtic_cell_Cst3_high
Small_Intestine.Epithelial_c...1      COVAR   14594    -0.040045   -0.0063916     0.099893      0.65574 Small_Intestine.Epithelial_cell_Kcne3_high
Small_Intestine.Epithelial_c...2      COVAR   14594      0.04413    0.0087352     0.066874      0.25467 Small_Intestine.Epithelial_cell_Sh2d6_high
Small_Intestine.Epithelium_o...1      COVAR   14594    -0.027452   -0.0049558     0.070222      0.65207 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp1_high
Small_Intestine.Epithelium_o...2      COVAR   14594    -0.034244   -0.0062339     0.070009      0.68763 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp6_high
Small_Intestine.Epithelium_o...3      COVAR   14594    -0.018821    -0.001932      0.11018      0.56781 Small_Intestine.Epithelium_of_small_intestinal_villi_Gm23935_high
