# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Mammary_Gland.Myoepithelial_...       COVAR   14594     -0.10706    -0.022038     0.083678      0.89963 Mammary_Gland.Myoepithelial_cell
Mammary_Gland.Natural_kill_c...       COVAR   14594     0.051739    0.0030993      0.20847        0.402 Mammary_Gland.Natural_kill_cell
Mammary_Gland.NK_cell                 COVAR   14594    -0.017385   -0.0018598      0.14565       0.5475 Mammary_Gland.NK_cell
Mammary_Gland.NK_cell_Cd8b1_...       COVAR   14594     -0.21982    -0.022163      0.12946      0.95524 Mammary_Gland.NK_cell_Cd8b1_high
Mammary_Gland.NK_cell_Gzma_h...       COVAR   14594     -0.13232     -0.01572       0.1522      0.80767 Mammary_Gland.NK_cell_Gzma_high
Mammary_Gland.NK_cells_Gzmb_...       COVAR   14594    -0.012799   -0.0033729     0.070772      0.57176 Mammary_Gland.NK_cells_Gzmb_high
Mammary_Gland.Secretory_alve...1      COVAR   14594      0.10455     0.029366     0.073901     0.078577 Mammary_Gland.Secretory_alveoli_cell
Mammary_Gland.Secretory_alve...3      COVAR   14594      0.21421     0.013914      0.16978      0.10355 Mammary_Gland.Secretory_alveoli_cell_Actb_high
Mammary_Gland.Secretory_alve...4      COVAR   14594     0.062334    0.0045811      0.16454      0.35241 Mammary_Gland.Secretory_alveoli_cell_Apod_high
Mammary_Gland.Secretory_alve...5      COVAR   14594     0.096103    0.0060017      0.19073      0.30718 Mammary_Gland.Secretory_alveoli_cell_Atf3_high
Mammary_Gland.Secretory_alve...2      COVAR   14594     0.074839    0.0050503      0.15992      0.31991 Mammary_Gland.Secretory_alveoli_cell_AW112010_high
Mammary_Gland.Secretory_alve...6      COVAR   14594     0.034809    0.0022217      0.19479      0.42909 Mammary_Gland.Secretory_alveoli_cell_Bckdha_high
Mammary_Gland.Secretory_alve...7      COVAR   14594     0.073132    0.0054503      0.17249      0.33579 Mammary_Gland.Secretory_alveoli_cell_Ccng1_high
Mammary_Gland.Secretory_alve...8      COVAR   14594     -0.00538  -0.00037763      0.15774       0.5136 Mammary_Gland.Secretory_alveoli_cell_Cd63_high
Mammary_Gland.Secretory_alve...9      COVAR   14594      0.15883     0.011294      0.14764      0.14102 Mammary_Gland.Secretory_alveoli_cell_Cd83_high
Mammary_Gland.Secretory_alve...10     COVAR   14594    -0.024057   -0.0016533      0.17652       0.5542 Mammary_Gland.Secretory_alveoli_cell_Cfd_high
Mammary_Gland.Secretory_alve...11     COVAR   14594     0.061312    0.0040328      0.19335      0.37559 Mammary_Gland.Secretory_alveoli_cell_Cgrrf1_high
Mammary_Gland.Secretory_alve...12     COVAR   14594     0.032279    0.0023295      0.13788      0.40745 Mammary_Gland.Secretory_alveoli_cell_Cide.Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...14     COVAR   14594      0.17029     0.010239      0.18768      0.18213 Mammary_Gland.Secretory_alveoli_cell_Cidea_high
Mammary_Gland.Secretory_alve...13     COVAR   14594      0.26493     0.017442      0.14696     0.035729 Mammary_Gland.Secretory_alveoli_cell_Cidea.Elovl5_high
Mammary_Gland.Secretory_alve...15     COVAR   14594      0.10014    0.0079069      0.12454      0.21067 Mammary_Gland.Secretory_alveoli_cell_Clu_high
Mammary_Gland.Secretory_alve...16     COVAR   14594      0.20015     0.012832      0.15893      0.10397 Mammary_Gland.Secretory_alveoli_cell_Cnp_high
Mammary_Gland.Secretory_alve...17     COVAR   14594      0.24357     0.018918      0.11904     0.020382 Mammary_Gland.Secretory_alveoli_cell_Crip1_high
Mammary_Gland.Secretory_alve...18     COVAR   14594     0.092041      0.01275      0.12534      0.23138 Mammary_Gland.Secretory_alveoli_cell_Csn2_high
Mammary_Gland.Secretory_alve...19     COVAR   14594      0.11526    0.0094687      0.11951      0.16742 Mammary_Gland.Secretory_alveoli_cell_Cyb561_high
Mammary_Gland.Secretory_alve...20     COVAR   14594     0.045495    0.0031462      0.17587      0.39794 Mammary_Gland.Secretory_alveoli_cell_Dnajb1_high
Mammary_Gland.Secretory_alve...21     COVAR   14594      -0.0173   -0.0012598      0.15748      0.54374 Mammary_Gland.Secretory_alveoli_cell_Ehf_high
Mammary_Gland.Secretory_alve...22     COVAR   14594    -0.018018   -0.0016267      0.10634      0.56727 Mammary_Gland.Secretory_alveoli_cell_Fcer1g_high
Mammary_Gland.Secretory_alve...25     COVAR   14594     -0.03723   -0.0025431      0.14488       0.6014 Mammary_Gland.Secretory_alveoli_cell_Fth1_high
Mammary_Gland.Secretory_alve...23     COVAR   14594    -0.030305    -0.003484     0.076005      0.65495 Mammary_Gland.Secretory_alveoli_cell_Fth1.Cib1_high
Mammary_Gland.Secretory_alve...24     COVAR   14594    -0.019222   -0.0015015      0.13236      0.55773 Mammary_Gland.Secretory_alveoli_cell_Fth1.Wfdc3_high
Mammary_Gland.Secretory_alve...26     COVAR   14594      0.10561    0.0068013      0.18715      0.28629 Mammary_Gland.Secretory_alveoli_cell_Gadd45b_high
Mammary_Gland.Secretory_alve...27     COVAR   14594     0.074195    0.0048332      0.17159      0.33273 Mammary_Gland.Secretory_alveoli_cell_Ggnbp2_high
Mammary_Gland.Secretory_alve...28     COVAR   14594   -0.0039058  -0.00025192      0.18753      0.50831 Mammary_Gland.Secretory_alveoli_cell_Gm1673_high
Mammary_Gland.Secretory_alve...29     COVAR   14594     0.086164    0.0053007      0.19219      0.32696 Mammary_Gland.Secretory_alveoli_cell_Gpx3_high
Mammary_Gland.Secretory_alve...30     COVAR   14594      0.29142     0.018727      0.19323     0.065766 Mammary_Gland.Secretory_alveoli_cell_Hes1_high
Mammary_Gland.Secretory_alve...31     COVAR   14594      0.12553    0.0086072      0.17302      0.23407 Mammary_Gland.Secretory_alveoli_cell_Hsp90aa1_high
Mammary_Gland.Secretory_alve...32     COVAR   14594     0.038281    0.0024306      0.18897      0.41973 Mammary_Gland.Secretory_alveoli_cell_Hspa1a_high
Mammary_Gland.Secretory_alve...33     COVAR   14594    0.0052799   0.00051803      0.10518      0.47998 Mammary_Gland.Secretory_alveoli_cell_Ifi27l2a_high
Mammary_Gland.Secretory_alve...34     COVAR   14594     0.070264    0.0047453      0.17787      0.34641 Mammary_Gland.Secretory_alveoli_cell_Ifi35_high
Mammary_Gland.Secretory_alve...35     COVAR   14594     0.088009    0.0063971      0.15055      0.27941 Mammary_Gland.Secretory_alveoli_cell_Igfbp7_high
Mammary_Gland.Secretory_alve...36     COVAR   14594     0.081954    0.0051373       0.1893      0.33253 Mammary_Gland.Secretory_alveoli_cell_Ighm1_high
Mammary_Gland.Secretory_alve...38     COVAR   14594     -0.14686    -0.010409      0.14112      0.85097 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110_high
Mammary_Gland.Secretory_alve...37     COVAR   14594    -0.068514   -0.0047458      0.15302      0.67283 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110.P4hb_high
Mammary_Gland.Secretory_alve...39     COVAR   14594     -0.13667    -0.009242      0.15435      0.81204 Mammary_Gland.Secretory_alveoli_cell_Igkv1.117_high
Mammary_Gland.Secretory_alve...40     COVAR   14594      0.18542      0.01238      0.16233      0.12669 Mammary_Gland.Secretory_alveoli_cell_Iglc1_high
Mammary_Gland.Secretory_alve...41     COVAR   14594      0.30111     0.020761      0.16575     0.034642 Mammary_Gland.Secretory_alveoli_cell_Igsf8_high
Mammary_Gland.Secretory_alve...42     COVAR   14594     0.037074    0.0024156       0.1918      0.42337 Mammary_Gland.Secretory_alveoli_cell_Kif5b_high
Mammary_Gland.Secretory_alve...43     COVAR   14594    0.0020354   0.00012962      0.17704      0.49541 Mammary_Gland.Secretory_alveoli_cell_Klf2_high
Mammary_Gland.Secretory_alve...44     COVAR   14594      0.04414    0.0028422      0.19356      0.40981 Mammary_Gland.Secretory_alveoli_cell_Klf6_high
Mammary_Gland.Secretory_alve...45     COVAR   14594     0.070138    0.0049198      0.14636       0.3159 Mammary_Gland.Secretory_alveoli_cell_Lgals1_high
Mammary_Gland.Secretory_alve...46     COVAR   14594     -0.10405   -0.0076513       0.1373      0.77573 Mammary_Gland.Secretory_alveoli_cell_Ly6a_high
Mammary_Gland.Secretory_alve...47     COVAR   14594      0.10017    0.0074905       0.1565      0.26107 Mammary_Gland.Secretory_alveoli_cell_Lyz2_high
Mammary_Gland.Secretory_alve...48     COVAR   14594       0.0451     0.003004      0.16636      0.39316 Mammary_Gland.Secretory_alveoli_cell_Malat1_high
Mammary_Gland.Secretory_alve...49     COVAR   14594     0.070534    0.0044709      0.17744       0.3455 Mammary_Gland.Secretory_alveoli_cell_Mat2a_high
Mammary_Gland.Secretory_alve...50     COVAR   14594   -0.0031598  -0.00019683      0.17909      0.50704 Mammary_Gland.Secretory_alveoli_cell_Mrpl15_high
Mammary_Gland.Secretory_alve...76     COVAR   14594     -0.09225   -0.0056797       0.1991      0.67844 Mammary_Gland.Secretory_alveoli_cell_mt.Tp_high
Mammary_Gland.Secretory_alve...51     COVAR   14594     0.092565    0.0064021      0.14789      0.26569 Mammary_Gland.Secretory_alveoli_cell_Naxd_high
Mammary_Gland.Secretory_alve...52     COVAR   14594      0.10221     0.006592      0.18824      0.29357 Mammary_Gland.Secretory_alveoli_cell_Pa2g4_high
Mammary_Gland.Secretory_alve...53     COVAR   14594   -0.0015019  -0.00011274      0.13988      0.50428 Mammary_Gland.Secretory_alveoli_cell_Prkcsh_high
Mammary_Gland.Secretory_alve...54     COVAR   14594      0.10855     0.007387      0.17575      0.26841 Mammary_Gland.Secretory_alveoli_cell_Ptpn18_high
Mammary_Gland.Secretory_alve...55     COVAR   14594    -0.068165   -0.0045055      0.15649      0.66843 Mammary_Gland.Secretory_alveoli_cell_Rac2_high
Mammary_Gland.Secretory_alve...56     COVAR   14594     0.037538    0.0024574       0.1635      0.40921 Mammary_Gland.Secretory_alveoli_cell_Retnla_high
Mammary_Gland.Secretory_alve...57     COVAR   14594     0.016908    0.0011987      0.14698      0.45421 Mammary_Gland.Secretory_alveoli_cell_Rgs2_high_Rora_high
Mammary_Gland.Secretory_alve...58     COVAR   14594      0.17668     0.012042       0.1519       0.1224 Mammary_Gland.Secretory_alveoli_cell_Rhob_high
Mammary_Gland.Secretory_alve...59     COVAR   14594      0.06846    0.0050219      0.13382      0.30448 Mammary_Gland.Secretory_alveoli_cell_S100a11_high
Mammary_Gland.Secretory_alve...60     COVAR   14594       0.1552     0.010982      0.16236      0.16956 Mammary_Gland.Secretory_alveoli_cell_Sars_high
Mammary_Gland.Secretory_alve...61     COVAR   14594     0.089972    0.0060347      0.16312      0.29063 Mammary_Gland.Secretory_alveoli_cell_Sh3bgrl3_high
Mammary_Gland.Secretory_alve...62     COVAR   14594     0.075007    0.0052544       0.1722      0.33157 Mammary_Gland.Secretory_alveoli_cell_Snord118_high
Mammary_Gland.Secretory_alve...63     COVAR   14594      0.10434    0.0067364      0.19817      0.29927 Mammary_Gland.Secretory_alveoli_cell_Spp1_high
Mammary_Gland.Secretory_alve...64     COVAR   14594     0.066168    0.0043919      0.18379      0.35942 Mammary_Gland.Secretory_alveoli_cell_Srsf11_high
Mammary_Gland.Secretory_alve...65     COVAR   14594     0.027006     0.002191      0.13263      0.41933 Mammary_Gland.Secretory_alveoli_cell_Taf1d_high
Mammary_Gland.Secretory_alve...66     COVAR   14594      0.13549    0.0089795      0.15283      0.18768 Mammary_Gland.Secretory_alveoli_cell_Thy1_high
Mammary_Gland.Secretory_alve...67     COVAR   14594     0.015276    0.0010869      0.14357      0.45763 Mammary_Gland.Secretory_alveoli_cell_Tmem123_high
Mammary_Gland.Secretory_alve...68     COVAR   14594      0.04996    0.0032134      0.16626       0.3819 Mammary_Gland.Secretory_alveoli_cell_Tmsb10_high
Mammary_Gland.Secretory_alve...69     COVAR   14594    0.0070759   0.00082046      0.14277      0.48024 Mammary_Gland.Secretory_alveoli_cell_Trf_high
Mammary_Gland.Secretory_alve...70     COVAR   14594    -0.010169  -0.00074497      0.15726      0.52578 Mammary_Gland.Secretory_alveoli_cell_Tubb5_high
Mammary_Gland.Secretory_alve...71     COVAR   14594      0.22501     0.014632      0.16894     0.091454 Mammary_Gland.Secretory_alveoli_cell_Tyrobp_high
Mammary_Gland.Secretory_alve...72     COVAR   14594     0.023316    0.0016219      0.16756      0.44467 Mammary_Gland.Secretory_alveoli_cell_Ube2e3_high
Mammary_Gland.Secretory_alve...73     COVAR   14594     0.050907    0.0031081      0.20424      0.40158 Mammary_Gland.Secretory_alveoli_cell_Wfdc17_high
Mammary_Gland.Secretory_alve...74     COVAR   14594     -0.11027   -0.0094746      0.10423      0.85497 Mammary_Gland.Secretory_alveoli_cell_Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...75     COVAR   14594       0.1563     0.010405      0.18502      0.19913 Mammary_Gland.Secretory_alveoli_cell_Yif1b1_high
Mammary_Gland.Stem_and_proge...       COVAR   14594    -0.040102   -0.0044937      0.13529      0.61654 Mammary_Gland.Stem_and_progenitor_cell
Mammary_Gland.Stromal_cell            COVAR   14594     -0.27188    -0.028974      0.14605      0.96866 Mammary_Gland.Stromal_cell
Mammary_Gland.Stromal_cell_C...       COVAR   14594     -0.24694    -0.030326      0.13177      0.96952 Mammary_Gland.Stromal_cell_Col3a1_high
Mammary_Gland.Stromal_cell_P...       COVAR   14594     -0.21648    -0.029964      0.10849      0.97699 Mammary_Gland.Stromal_cell_Pi16_high
Mammary_Gland.T_cell                  COVAR   14594     -0.20373    -0.020509      0.17991      0.87126 Mammary_Gland.T_cell
Mammary_Gland.T_cell_Cd8b1_h...       COVAR   14594     -0.14517    -0.013515      0.15935      0.81885 Mammary_Gland.T_cell_Cd8b1_high
Mammary_Gland.T_cell_Grwd1_h...       COVAR   14594     0.061989     0.010588     0.053315      0.12248 Mammary_Gland.T_cell_Grwd1_high
Mammary_Gland.T_cell_Icos_hi...       COVAR   14594     -0.14765    -0.014748      0.12435      0.88244 Mammary_Gland.T_cell_Icos_high
Mammary_Gland.T_cell_Ly6c2_h...       COVAR   14594     -0.12882    -0.012862      0.14765      0.80852 Mammary_Gland.T_cell_Ly6c2_high
Mammary_Gland.T_cell_Pclaf_h...       COVAR   14594     -0.13154    -0.016934      0.13525       0.8346 Mammary_Gland.T_cell_Pclaf_high
Mammary_Gland.T.cells_Ctla4_...       COVAR   14594    -0.078128    -0.008632       0.1487      0.70035 Mammary_Gland.T.cells_Ctla4_high
Muscle.B_cell_Jchain_high             COVAR   14594    0.0062415   0.00086203     0.095536      0.47396 Muscle.B_cell_Jchain_high
Muscle.B_cell_Vpreb3_high             COVAR   14594     0.046057    0.0058842      0.12098      0.35172 Muscle.B_cell_Vpreb3_high
Muscle.Dendritic_cell                 COVAR   14594    -0.016306   -0.0019541     0.087732      0.57372 Muscle.Dendritic_cell
Muscle.Endothelial_cell               COVAR   14594     -0.19626    -0.020503      0.11244      0.95954 Muscle.Endothelial_cell
Muscle.Erythroblast_Car1_high         COVAR   14594    -0.012498    -0.003623     0.053599      0.59219 Muscle.Erythroblast_Car1_high
Muscle.Erythroblast_Car2_high         COVAR   14594     0.095218     0.012507     0.098613      0.16714 Muscle.Erythroblast_Car2_high
Muscle.Granulocyte_monocyte_...       COVAR   14594    -0.081883    -0.013777      0.10681      0.77835 Muscle.Granulocyte_monocyte_progenitor_cell
Muscle.Macrophage_Ms4a6c_high         COVAR   14594      0.13072     0.018537      0.13428      0.16518 Muscle.Macrophage_Ms4a6c_high
Muscle.Macrophage_Retnla_high         COVAR   14594      0.11132     0.015018      0.10214      0.13788 Muscle.Macrophage_Retnla_high
Muscle.Muscle_cell_Tnnc1_high         COVAR   14594     -0.04367   -0.0073248     0.056241      0.78126 Muscle.Muscle_cell_Tnnc1_high
Muscle.Muscle_cell_Tnnc2_high         COVAR   14594    -0.070535    -0.010631     0.068985      0.84671 Muscle.Muscle_cell_Tnnc2_high
Muscle.Muscle_progenitor_cell         COVAR   14594    -0.068735   -0.0073585      0.13989      0.68841 Muscle.Muscle_progenitor_cell
Muscle.Neutrophil_Camp_high           COVAR   14594    -0.032654   -0.0040506      0.10574      0.62127 Muscle.Neutrophil_Camp_high
Muscle.Neutrophil_Prg2_high           COVAR   14594    0.0047811   0.00084748     0.050153      0.46203 Muscle.Neutrophil_Prg2_high
Muscle.Neutrophil_Retnlg_high         COVAR   14594    -0.079611    -0.010685     0.078921      0.84344 Muscle.Neutrophil_Retnlg_high
Muscle.Stromal_cell                   COVAR   14594     -0.24536    -0.028649      0.11194       0.9858 Muscle.Stromal_cell
Muscle.T_cell                         COVAR   14594     -0.04448     -0.00605     0.071967      0.73173 Muscle.T_cell
Ovary.Cumulus_cell_Car14_high         COVAR   14594    -0.054191   -0.0078133      0.12604      0.66638 Ovary.Cumulus_cell_Car14_high
Ovary.Cumulus_cell_Nupr1_high         COVAR   14594     -0.21027     -0.02425      0.15798      0.90839 Ovary.Cumulus_cell_Nupr1_high
Ovary.Cumulus_cell_Ube2c_high         COVAR   14594    0.0070816    0.0011936      0.10196      0.47231 Ovary.Cumulus_cell_Ube2c_high
Ovary.Granulosa_cell_Inhba_h...       COVAR   14594    0.0062756   0.00079459      0.13152      0.48097 Ovary.Granulosa_cell_Inhba_high
Ovary.Granulosa_cell_Kctd14_...       COVAR   14594     -0.16138    -0.018868      0.14552      0.86628 Ovary.Granulosa_cell_Kctd14_high
Ovary.Large_luteal_cell               COVAR   14594     0.011475    0.0022022      0.09342      0.45112 Ovary.Large_luteal_cell
Ovary.luteal_cells                    COVAR   14594     0.037392      0.01076     0.062442      0.27465 Ovary.luteal_cells
Ovary.Macrophage_Lyz2_high            COVAR   14594      0.23173     0.036651      0.10808     0.016027 Ovary.Macrophage_Lyz2_high
Ovary.Marcrophage_Cd74_high           COVAR   14594      0.18859     0.023877     0.085081     0.013333 Ovary.Marcrophage_Cd74_high
Ovary.Ovarian_surface_epithe...       COVAR   14594    -0.074065    -0.012095     0.095347      0.78136 Ovary.Ovarian_surface_epithelium_cell
Ovary.Ovarian_vascular_surfa...       COVAR   14594    -0.084144    -0.016822     0.091112      0.82212 Ovary.Ovarian_vascular_surface_endothelium_cell
Ovary.Small_luteal_cell               COVAR   14594     0.085505    0.0091665      0.16133      0.29806 Ovary.Small_luteal_cell
Ovary.Stroma_cell                     COVAR   14594     -0.24971     -0.03449      0.15499      0.94641 Ovary.Stroma_cell
Ovary.Thecal_cell                     COVAR   14594      0.10839     0.015464      0.12186      0.18689 Ovary.Thecal_cell
Pancreas.Acinar_cell                  COVAR   14594     -0.12953    -0.015746     0.088989      0.92723 Pancreas.Acinar_cell
Pancreas.B_cell                       COVAR   14594    -0.036714   -0.0048517     0.077701      0.68172 Pancreas.B_cell
Pancreas.Dendrtic_cell                COVAR   14594     0.090141     0.010374       0.1256      0.23648 Pancreas.Dendrtic_cell
Pancreas.Dividing_cell                COVAR   14594    0.0094848     0.001799     0.070634      0.44659 Pancreas.Dividing_cell
Pancreas.Ductal_cell                  COVAR   14594      0.17746      0.02031      0.14496      0.11045 Pancreas.Ductal_cell
Pancreas.Endocrine_cell               COVAR   14594     -0.11038     -0.01114      0.14682      0.77392 Pancreas.Endocrine_cell
Pancreas.Endothelial_cell_Fa...       COVAR   14594     0.077844    0.0075342      0.14173      0.29142 Pancreas.Endothelial_cell_Fabp4_high
Pancreas.Endothelial_cell_Lr...       COVAR   14594     -0.12099    -0.016845     0.092262      0.90512 Pancreas.Endothelial_cell_Lrg1_high
Pancreas.Endothelial_cell_Tm...       COVAR   14594      0.02364    0.0023312      0.13086      0.42832 Pancreas.Endothelial_cell_Tm4sf1_high
Pancreas.Erythroblast_Hbb.bt...       COVAR   14594     0.016638    0.0024767     0.080764       0.4184 Pancreas.Erythroblast_Hbb.bt_high
Pancreas.Erythroblast_Igkc_h...       COVAR   14594    -0.066178   -0.0062959      0.11905      0.71084 Pancreas.Erythroblast_Igkc_high
Pancreas.Granulocyte                  COVAR   14594  -0.00064709  -0.00011361     0.055379      0.50466 Pancreas.Granulocyte
Pancreas.Macrophage                   COVAR   14594      0.38992     0.034992       0.1618    0.0079837 Pancreas.Macrophage
Pancreas.Macrophage_Ly6c2_hi...       COVAR   14594     0.052052    0.0059117      0.10545      0.31079 Pancreas.Macrophage_Ly6c2_high
Pancreas.Smooth_muscle_cell_...1      COVAR   14594     0.002884   0.00032133      0.10909      0.48945 Pancreas.Smooth_muscle_cell_Acta2_high
Pancreas.Smooth_muscle_cell_...2      COVAR   14594     0.017061    0.0017416      0.10591      0.43601 Pancreas.Smooth_muscle_cell_Rgs5_high
Pancreas.Stromal_cell_Fn1_hi...       COVAR   14594     -0.17302    -0.021278      0.11019      0.94181 Pancreas.Stromal_cell_Fn1_high
Pancreas.Stromal_cell_Mfap4_...       COVAR   14594     -0.14306    -0.020574     0.093585      0.93682 Pancreas.Stromal_cell_Mfap4_high
Pancreas.Stromal_cell_Smoc2_...       COVAR   14594     -0.13577    -0.015527      0.11817       0.8747 Pancreas.Stromal_cell_Smoc2_high
Pancreas.T_cell                       COVAR   14594    -0.019867   -0.0022097      0.10063      0.57825 Pancreas.T_cell
Pancreas.β.cell                      COVAR   14594     0.057736    0.0082055       0.1012      0.28416 Pancreas.β.cell
Peripheral_Blood.B_cell_Igha...       COVAR   14594    -0.049578   -0.0084135     0.084588      0.72109 Peripheral_Blood.B_cell_Igha_high
Peripheral_Blood.B_cell_Ly6d...       COVAR   14594      0.16859     0.014716      0.16219      0.14929 Peripheral_Blood.B_cell_Ly6d_high
Peripheral_Blood.B_cell_Rps2...       COVAR   14594    0.0043633   0.00036584      0.13194      0.48681 Peripheral_Blood.B_cell_Rps27rt_high
Peripheral_Blood.B_cell_Vpre...       COVAR   14594    -0.028173    -0.003862      0.11047      0.60065 Peripheral_Blood.B_cell_Vpreb3_high
Peripheral_Blood.Basophil_Pr...       COVAR   14594     -0.28721     -0.03404      0.13335      0.98437 Peripheral_Blood.Basophil_Prss34_high
Peripheral_Blood.Dendritic_c...       COVAR   14594      0.05707    0.0062492      0.14161      0.34348 Peripheral_Blood.Dendritic_cell_Siglech_high
Peripheral_Blood.Erythroblas...1      COVAR   14594     0.020801    0.0054769     0.055766      0.35457 Peripheral_Blood.Erythroblast_Car2_high
Peripheral_Blood.Erythroblas...2      COVAR   14594     0.020305    0.0035587     0.050884      0.34493 Peripheral_Blood.Erythroblast_Hba.a2_high
Peripheral_Blood.Macrophage_...1      COVAR   14594      0.36441     0.034672      0.14647    0.0064293 Peripheral_Blood.Macrophage_Ace_high
Peripheral_Blood.Macrophage_...2      COVAR   14594     -0.01802     -0.00215      0.11006      0.56503 Peripheral_Blood.Macrophage_Flt.ps1_high
Peripheral_Blood.Macrophage_...3      COVAR   14594    0.0026153   0.00036868     0.068991      0.48488 Peripheral_Blood.Macrophage_Pf4_high
Peripheral_Blood.Macrophage_...4      COVAR   14594      0.29808     0.031662      0.14642     0.020893 Peripheral_Blood.Macrophage_S100a4_high
Peripheral_Blood.Monocyte_El...       COVAR   14594     -0.11509    -0.023785       0.0876      0.90554 Peripheral_Blood.Monocyte_Elane_high
Peripheral_Blood.Monocyte_F1...       COVAR   14594      0.11723      0.01704      0.11384      0.15156 Peripheral_Blood.Monocyte_F13a1_high
Peripheral_Blood.Neutrophil_...1      COVAR   14594     0.020042    0.0024482      0.10648      0.42535 Peripheral_Blood.Neutrophil_Camp_high
Peripheral_Blood.Neutrophil_...2      COVAR   14594      0.15007     0.014608      0.12867      0.12174 Peripheral_Blood.Neutrophil_Il1b_high
Peripheral_Blood.Neutrophil_...3      COVAR   14594      0.02098    0.0022703      0.10407      0.42012 Peripheral_Blood.Neutrophil_Ltf_high
Peripheral_Blood.Neutrophil_...4      COVAR   14594    -0.013897    -0.001829     0.078134      0.57058 Peripheral_Blood.Neutrophil_Retnlg_high
Peripheral_Blood.NK_cell_Gzm...       COVAR   14594     0.021103    0.0018995      0.17414      0.45178 Peripheral_Blood.NK_cell_Gzma_high
Peripheral_Blood.T_cell_Gm14...       COVAR   14594     -0.18597    -0.016181       0.1463      0.89815 Peripheral_Blood.T_cell_Gm14303_high
Peripheral_Blood.T_cell_Trbc...       COVAR   14594    -0.065387   -0.0060212      0.16358      0.65532 Peripheral_Blood.T_cell_Trbc2_high
Prostate.Dendritic_cell               COVAR   14594     -0.15169   -0.0098553      0.19583      0.78071 Prostate.Dendritic_cell
Prostate.Epithelial_cell              COVAR   14594     -0.30429    -0.020692      0.21787      0.91873 Prostate.Epithelial_cell
Prostate.Glandular_epithelium         COVAR   14594     0.044109    0.0027425      0.21972      0.42045 Prostate.Glandular_epithelium
Prostate.Prostate_gland_cell          COVAR   14594     -0.20573    -0.012306      0.24751      0.79706 Prostate.Prostate_gland_cell
Prostate.Stromal_cell                 COVAR   14594     -0.19652    -0.011738      0.23743      0.79607 Prostate.Stromal_cell
Prostate.T_cell                       COVAR   14594    -0.027262   -0.0018712       0.1975      0.55489 Prostate.T_cell
Small_Intestine.B_cell_Ighd_...       COVAR   14594     0.050328    0.0053716      0.13015      0.34949 Small_Intestine.B_cell_Ighd_high
Small_Intestine.B_cell_Igkv1...       COVAR   14594     -0.19168     -0.02397      0.11893      0.94648 Small_Intestine.B_cell_Igkv12.46_high
Small_Intestine.B_cell_Jchai...       COVAR   14594     -0.20214    -0.020936      0.13854      0.92773 Small_Intestine.B_cell_Jchain_high
Small_Intestine.B_cell_Ms4a1...       COVAR   14594     0.059849    0.0087968       0.1131      0.29835 Small_Intestine.B_cell_Ms4a1_high
Small_Intestine.Columnar_epi...       COVAR   14594     0.013092    0.0024314     0.080466      0.43538 Small_Intestine.Columnar_epithelium
Small_Intestine.Dendritic_ce...       COVAR   14594      0.14461     0.017727      0.11048     0.095296 Small_Intestine.Dendritic_cell_Siglech_high
Small_Intestine.Dendrtic_cel...       COVAR   14594      0.15065     0.019573      0.11896       0.1027 Small_Intestine.Dendrtic_cell_Cst3_high
Small_Intestine.Epithelial_c...1      COVAR   14594    -0.036005   -0.0057468      0.10289      0.63681 Small_Intestine.Epithelial_cell_Kcne3_high
Small_Intestine.Epithelial_c...2      COVAR   14594     0.047201     0.009343       0.0665      0.23892 Small_Intestine.Epithelial_cell_Sh2d6_high
Small_Intestine.Epithelium_o...1      COVAR   14594    -0.022914   -0.0041366     0.069131      0.62985 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp1_high
Small_Intestine.Epithelium_o...2      COVAR   14594    -0.029371   -0.0053467     0.068821      0.66522 Small_Intestine.Epithelium_of_small_intestinal_villi_Fabp6_high
Small_Intestine.Epithelium_o...3      COVAR   14594     -0.01319    -0.001354      0.10827      0.54848 Small_Intestine.Epithelium_of_small_intestinal_villi_Gm23935_high
Small_Intestine.Epithelium_o...5      COVAR   14594     0.058994    0.0063011     0.088138      0.25164 Small_Intestine.Epithelium_of_small_intestinal_villi_mt.Nd1_high
Small_Intestine.Epithelium_o...4      COVAR   14594    0.0092658    0.0010919     0.083636      0.45589 Small_Intestine.Epithelium_of_small_intestinal_villi_S100g_high
Small_Intestine.Erythroblast          COVAR   14594    -0.031383   -0.0038183     0.081597      0.64973 Small_Intestine.Erythroblast
Small_Intestine.Macrophage_A...       COVAR   14594      0.22304      0.02259      0.12732     0.039921 Small_Intestine.Macrophage_Apoe_high
Small_Intestine.Macrophage_C...       COVAR   14594     0.053915    0.0080594     0.065074       0.2037 Small_Intestine.Macrophage_Cxcl2_high
Small_Intestine.Macrophage_G...       COVAR   14594     0.099979     0.013286     0.091775        0.138 Small_Intestine.Macrophage_G0s2_high
