Index PThresh FE EmpPval NAnnotThesh NAnnot NThresh N Annotation Celltype Tissue Type Category
5 0.001 2.04282 -1 518 156971 2453 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 0.0001 3.53304 -1 168 156971 460 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-05 5.03965 0 87 156971 167 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-06 5.46286 0 48 156971 85 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-07 4.4163 0.000127699 21 156971 46 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
5 1e-08 4.05676 0.00381098 13 156971 31 1518507 blueprint_neut_K27AC_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.1 1.10717 -1 26690 229762 159321 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.01 1.30316 -1 3563 229762 18070 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.001 1.65698 -1 615 229762 2453 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 0.0001 2.61488 -1 182 229762 460 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-05 3.52218 0 89 229762 167 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-06 3.42115 0 44 229762 85 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-07 2.72982 0.0606061 19 229762 46 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
6 1e-08 2.34514 0.178218 11 229762 31 1518507 blueprint_neut_K4ME1_log2rpm_fdr0.05 neut aceQTL blueprint1 blueprint
7 0.1 1.16262 -1 18129 148621 159321 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.01 1.51026 -1 2671 148621 18070 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.001 1.92434 -1 462 148621 2453 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 0.0001 3.44279 -1 155 148621 460 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-05 4.52743 0 74 148621 167 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-06 5.16876 0 43 148621 85 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-07 5.775 0 26 148621 46 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
7 1e-08 5.60304 2e-05 17 148621 31 1518507 blueprint_neut_gene_nor_combat_fdr0.05 neut eQTL blueprint1 blueprint
8 0.1 1.06665 -1 51208 457574 159321 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.01 1.20072 -1 6538 457574 18070 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.001 1.47193 -1 1088 457574 2453 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 0.0001 1.91902 -1 266 457574 460 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-05 2.38463 0 120 457574 167 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-06 2.61584 0 67 457574 85 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-07 2.52502 0.000149676 35 457574 46 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
8 1e-08 2.56924 0.000754546 24 457574 31 1518507 blueprint_neut_meth_M_fdr0.05 neut mQTL blueprint1 blueprint
9 0.1 1.2583 -1 4130 31283 159321 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.01 1.96098 -1 730 31283 18070 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.001 3.38382 -1 171 31283 2453 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 0.0001 7.0701 -1 67 31283 460 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-05 9.59193 0 33 31283 167 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-06 13.1346 0 23 31283 85 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-07 13.7181 0 13 31283 46 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
9 1e-08 10.9609 0.000592839 7 31283 31 1518507 blueprint_neut_psi_fdr0.05 neut psiQTL blueprint1 blueprint
10 0.1 1.1268 -1 15455 130727 159321 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.01 1.40007 -1 2178 130727 18070 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.001 1.72841 -1 365 130727 2453 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 0.0001 3.10598 -1 123 130727 460 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-05 4.45159 0 64 130727 167 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-06 6.01292 0 44 130727 85 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-07 7.07053 0 28 130727 46 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
10 1e-08 7.49411 0 20 130727 31 1518507 blueprint_tcel_K27AC_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.1 1.1428 -1 12099 100907 159321 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.01 1.47987 -1 1777 100907 18070 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.001 2.14103 -1 349 100907 2453 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 0.0001 3.82757 -1 117 100907 460 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-05 5.94734 0 66 100907 167 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-06 6.7276 0 38 100907 85 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-07 8.50572 0 26 100907 46 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
11 1e-08 9.70876 0 20 100907 31 1518507 blueprint_tcel_K4ME1_log2rpm_fdr0.05 tcel aceQTL blueprint1 blueprint
12 0.1 1.1377 -1 17113 143365 159321 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.01 1.51815 -1 2590 143365 18070 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.001 2.12874 -1 493 143365 2453 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 0.0001 3.93742 -1 171 143365 460 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-05 6.2156 0 98 143365 167 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-06 6.60436 0 53 143365 85 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-07 6.21698 0 27 143365 46 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
12 1e-08 6.83348 0 20 143365 31 1518507 blueprint_tcel_gene_nor_combat_fdr0.05 tcel eQTL blueprint1 blueprint
13 0.1 1.07533 -1 44771 396826 159321 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.01 1.2075 -1 5702 396826 18070 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.001 1.55062 -1 994 396826 2453 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 0.0001 2.04642 -1 246 396826 460 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-05 2.63511 0 115 396826 167 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-06 2.88123 0 64 396826 85 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-07 2.91157 0 35 396826 46 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
13 1e-08 3.08599 7e-05 25 396826 31 1518507 blueprint_tcel_meth_M_fdr0.05 tcel mQTL blueprint1 blueprint
14 0.1 1.22696 -1 6123 47564 159321 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.01 1.98232 -1 1122 47564 18070 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.001 3.81337 -1 293 47564 2453 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 0.0001 7.28735 -1 105 47564 460 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-05 11.4703 0 60 47564 167 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-06 12.3946 0 33 47564 85 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-07 10.4105 0 15 47564 46 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
14 1e-08 9.26871 0.000856018 9 47564 31 1518507 blueprint_tcel_psi_fdr0.05 tcel psiQTL blueprint1 blueprint
15 0.1 1.17327 -1 19147 155542 159321 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.01 1.51816 -1 2810 155542 18070 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.001 2.24068 -1 563 155542 2453 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 0.0001 3.82018 -1 180 155542 460 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-05 5.61208 0 96 155542 167 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-06 6.43188 0 56 155542 85 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-07 6.5792 0 31 155542 46 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
15 1e-08 6.92835 0 22 155542 31 1518507 cmc_eQTL_fdr0.05.chrpos dlpfc eQTL CMC1 CMC
16 0.1 1.16618 -1 20651 168779 159321 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.01 1.58182 -1 3177 168779 18070 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.001 2.21533 -1 604 168779 2453 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 0.0001 3.52057 -1 180 168779 460 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-05 4.84869 0 90 168779 167 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-06 4.33974 0 41 168779 85 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-07 4.10733 0.00102208 21 168779 46 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
16 1e-08 3.48272 0.0645161 12 168779 31 1518507 cmc_isoQTL_fdr0.05.chrpos dlpfc isoQTL CMC1 CMC
17 0.1 1.1758 -1 13607 110299 159321 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.01 1.57938 -1 2073 110299 18070 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.001 2.31792 -1 413 110299 2453 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 0.0001 4.04037 -1 135 110299 460 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-05 5.77068 0 70 110299 167 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-06 6.47868 0 40 110299 85 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-07 8.67931 0 29 110299 46 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
17 1e-08 9.32616 0 21 110299 31 1518507 fairfax_cis_fdr0.05 mono eQTL fairfax1 fairfax
18 0.1 1.1232 -1 15554 131986 159321 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.01 1.42683 -1 2241 131986 18070 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.001 1.96519 -1 419 131986 2453 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 0.0001 3.1764 -1 127 131986 460 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-05 4.27134 0 62 131986 167 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-06 5.41415 0 40 131986 85 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-07 7.00308 0 28 131986 46 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
18 1e-08 7.05149 0 19 131986 31 1518507 immvar_cd14_eQTL_p1e-3 mono eQTL immvar1 immvar
19 0.1 -nan -1 0 0 159321 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.01 -nan -1 0 0 18070 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.001 -nan -1 0 0 2453 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 0.0001 -nan -1 0 0 460 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-05 -nan 1 0 0 167 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-06 -nan 1 0 0 85 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-07 -nan 1 0 0 46 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
19 1e-08 -nan 1 0 0 31 1518507 immvar_cd14_sQTL_p1e-12 mono sQTL immvar1 immvar
20 0.1 1.10827 -1 13208 113589 159321 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.01 1.47445 -1 1993 113589 18070 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.001 2.16358 -1 397 113589 2453 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 0.0001 3.71991 -1 128 113589 460 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-05 5.04318 0 63 113589 167 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-06 5.34737 0 34 113589 85 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-07 4.94051 0.000308062 17 113589 46 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
20 1e-08 5.17488 0.00313283 12 113589 31 1518507 immvar_cd4_eQTL_p1e-3 tcel eQTL immvar1 immvar
21 0.1 1.18792 -1 1113 8930 159321 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.01 1.61859 -1 172 8930 18070 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.001 2.63422 -1 38 8930 2453 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 0.0001 5.91463 -1 16 8930 460 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-05 13.2371 0 13 8930 167 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-06 16.0043 0.000152279 8 8930 85 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-07 14.7866 0.00999001 4 8930 46 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
21 1e-08 16.456 0.0287356 3 8930 31 1518507 rosmap_aceQTL_p1e-5 dlpfc aceQTL rosmap1 rosmap
22 0.1 1.04723 -1 10909 99286 159321 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.01 1.15786 -1 1368 99286 18070 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.001 1.52756 -1 245 99286 2453 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 0.0001 2.0614 -1 62 99286 460 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-05 2.83906 1e-05 31 99286 167 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-06 2.69899 0.00333222 15 99286 85 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-07 1.9949 0.138614 6 99286 46 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
22 1e-08 1.97345 0.287129 4 99286 31 1518507 rosmap_eQTL_p1e-5 dlpfc eQTL rosmap1 rosmap
23 0.1 1.10942 -1 7165 61555 159321 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.01 1.39387 -1 1021 61555 18070 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.001 2.20242 -1 219 61555 2453 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 0.0001 3.0032 -1 56 61555 460 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-05 5.31789 0 36 61555 167 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-06 5.8045 0.00016497 20 61555 85 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-07 6.43542 0.00121242 12 61555 46 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
23 1e-08 7.95778 0.000211784 10 61555 31 1518507 rosmap_mQTL_p1e-12 dlpfc mQTL rosmap1 rosmap
24 0.1 1.19232 -1 482 3853 159321 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.01 1.81025 -1 83 3853 18070 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.001 3.53462 -1 22 3853 2453 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 0.0001 8.56762 -1 10 3853 460 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-05 18.8795 3e-05 8 3853 167 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-06 27.8196 8e-05 6 3853 85 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-07 42.8381 6e-05 5 3853 46 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
24 1e-08 63.5662 1e-05 5 3853 31 1518507 rosmap_sQTL_fdr0.05 dlpfc sQTL rosmap1 rosmap
