Cell_Type,Index,PThresh,FE,EmpPval,NAnnotThesh,NAnnot,NThresh,N,Annotation,Datatype,Type,Category,Trait,Dataset,Sig
T-cells,14,0.1,1.19772,-1,5788,46167,158441,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,14,0.01,1.85112,-1,1009,46167,17871,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,14,0.001,3.58216,-1,262,46167,2398,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,14,1e-04,6.79901,-1,90,46167,434,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,14,1e-05,11.3659,0,52,46167,150,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,14,1e-06,11.5195,0,26,46167,74,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,14,1e-07,9.24743,1e-05,11,46167,39,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,1e-05
T-cells,14,1e-08,6.55727,0.0555556,5,46167,25,1513647,blueprint_tcel_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.0555556
monocytes,18,0.1,1.16465,-1,13273,108876,158441,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,
monocytes,18,0.01,1.52475,-1,1960,108876,17871,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,
monocytes,18,0.001,2.18567,-1,377,108876,2398,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,
monocytes,18,1e-04,3.74791,-1,117,108876,434,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,
monocytes,18,1e-05,5.56099,0,60,108876,150,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,0
monocytes,18,1e-06,6.01189,0,32,108876,74,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,0
monocytes,18,1e-07,8.55538,0,24,108876,39,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,0
monocytes,18,1e-08,9.45369,0,17,108876,25,1513647,fairfax_cis_fdr0.05,Fairfax2014,all,all2,meta-nalls-2014-noMhcMapt,all2_Fairfax2014,0
monocytes,19,0.1,1.11643,-1,15215,130196,158441,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,19,0.01,1.38957,-1,2136,130196,17871,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,19,0.001,1.83746,-1,379,130196,2398,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,19,1e-04,2.8663,-1,107,130196,434,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,19,1e-05,3.72029,0,48,130196,150,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0
monocytes,19,1e-06,4.87031,0,31,130196,74,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0
monocytes,19,1e-07,6.85631,0,23,130196,39,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0
monocytes,19,1e-08,6.97555,0,15,130196,25,1513647,immvar_cd14_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0
monocytes,20,0.1,,-1,0,0,158441,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,20,0.01,,-1,0,0,17871,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,20,0.001,,-1,0,0,2398,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,20,1e-04,,-1,0,0,434,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
monocytes,20,1e-05,,1,0,0,150,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,1
monocytes,20,1e-06,,1,0,0,74,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,1
monocytes,20,1e-07,,1,0,0,39,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,1
monocytes,20,1e-08,,1,0,0,25,1513647,immvar_cd14_sQTL_p1e-12,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,1
T-cells,21,0.1,1.09849,-1,12850,111754,158441,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
T-cells,21,0.01,1.4385,-1,1898,111754,17871,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
T-cells,21,0.001,2.03336,-1,360,111754,2398,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
T-cells,21,1e-04,3.37051,-1,108,111754,434,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,
T-cells,21,1e-05,4.51482,0,50,111754,150,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0
T-cells,21,1e-06,4.57583,1e-05,25,111754,74,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,1e-05
T-cells,21,1e-07,4.16752,0.00722543,12,111754,39,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0.00722543
T-cells,21,1e-08,4.33423,0.017094,8,111754,25,1513647,immvar_cd4_eQTL_p1e-3,ImmVar,all,all2,meta-nalls-2014-noMhcMapt,all2_ImmVar,0.017094
monocytes,0,0.1,1.09691,-1,21058,183402,158441,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,0,0.01,1.33004,-1,2880,183402,17871,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,0,0.001,1.79312,-1,521,183402,2398,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,0,1e-04,2.87149,-1,151,183402,434,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,0,1e-05,4.40169,0,80,183402,150,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,0,1e-06,4.79576,0,43,183402,74,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,0,1e-07,4.86725,0,23,183402,39,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,0,1e-08,5.28203,2e-05,16,183402,25,1513647,blueprint_mono_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,2e-05
monocytes,1,0.1,1.07632,-1,34939,310116,158441,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,1,0.01,1.2446,-1,4557,310116,17871,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,1,0.001,1.5754,-1,774,310116,2398,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,1,1e-04,2.29425,-1,204,310116,434,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,1,1e-05,3.25394,0,100,310116,150,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,1,1e-06,3.6277,0,55,310116,74,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,1,1e-07,3.62939,0,29,310116,39,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,1,1e-08,3.90472,0,20,310116,25,1513647,blueprint_mono_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,2,0.1,1.13184,-1,19907,168027,158441,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,2,0.01,1.44771,-1,2872,168027,17871,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,2,0.001,2.05111,-1,546,168027,2398,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,2,1e-04,3.6324,-1,175,168027,434,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
monocytes,2,1e-05,5.70529,0,95,168027,150,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,2,1e-06,5.96499,0,49,168027,74,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,2,1e-07,6.00557,0,26,168027,39,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,2,1e-08,6.84635,0,19,168027,25,1513647,blueprint_mono_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
monocytes,3,0.1,1.0632,-1,50242,451450,158441,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,
monocytes,3,0.01,1.19323,-1,6360,451450,17871,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,
monocytes,3,0.001,1.43454,-1,1026,451450,2398,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,
monocytes,3,1e-04,1.86957,-1,242,451450,434,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,
monocytes,3,1e-05,2.45876,0,110,451450,150,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,0
monocytes,3,1e-06,2.58261,0,57,451450,74,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,0
monocytes,3,1e-07,2.57912,7e-05,30,451450,39,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,7e-05
monocytes,3,1e-08,2.8164,0,21,451450,25,1513647,blueprint_mono_meth_M_fdr0.05,BLUEPRINT_meth,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_meth,0
monocytes,4,0.1,1.27607,-1,5031,37665,158441,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,
monocytes,4,0.01,1.88669,-1,839,37665,17871,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,
monocytes,4,0.001,2.8322,-1,169,37665,2398,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,
monocytes,4,1e-04,3.42609,-1,37,37665,434,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,
monocytes,4,1e-05,4.55454,0.00217912,17,37665,150,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,0.00217912
monocytes,4,1e-06,4.34455,0.0578035,8,37665,74,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,0.0578035
monocytes,4,1e-07,5.15219,0.0684932,5,37665,39,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,0.0684932
monocytes,4,1e-08,3.21497,0.425743,2,37665,25,1513647,blueprint_mono_psi_fdr0.05,BLUEPRINT_psi,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT_psi,0.425743
neutrocytes,5,0.1,1.121,-1,18184,154968,158441,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,5,0.01,1.37185,-1,2510,154968,17871,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,5,0.001,1.95105,-1,479,154968,2398,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,5,1e-04,3.39836,-1,151,154968,434,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,5,1e-05,5.01397,0,77,154968,150,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,5,1e-06,5.27972,0,40,154968,74,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,5,1e-07,4.00717,0.00068264,16,154968,39,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.00068264
neutrocytes,5,1e-08,3.51629,0.0220264,9,154968,25,1513647,blueprint_neut_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.0220264
neutrocytes,6,0.1,1.10131,-1,26261,227802,158441,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,6,0.01,1.2753,-1,3430,227802,17871,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,6,0.001,1.59603,-1,576,227802,2398,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,6,1e-04,2.52616,-1,165,227802,434,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,6,1e-05,3.49948,0,79,227802,150,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,6,1e-06,3.23249,0,36,227802,74,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,6,1e-07,2.38523,0.0990099,14,227802,39,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.0990099
neutrocytes,6,1e-08,1.86048,0.475248,7,227802,25,1513647,blueprint_neut_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.475248
neutrocytes,7,0.1,1.15327,-1,17698,146605,158441,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,7,0.01,1.47322,-1,2550,146605,17871,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,7,0.001,1.83416,-1,426,146605,2398,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,7,1e-04,3.28296,-1,138,146605,434,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,7,1e-05,4.40519,0,64,146605,150,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,7,1e-06,4.88329,0,35,146605,74,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,7,1e-07,5.55943,0,21,146605,39,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,7,1e-08,5.36882,0.000145073,13,146605,25,1513647,blueprint_neut_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.000145073
neutrocytes,8,0.1,1.06439,-1,50713,455173,158441,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,8,0.01,1.19147,-1,6403,455173,17871,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,8,0.001,1.4547,-1,1049,455173,2398,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,8,1e-04,1.90791,-1,249,455173,434,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,8,1e-05,2.43865,0,110,455173,150,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,8,1e-06,2.65136,0,59,455173,74,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,8,1e-07,2.55802,0.000118868,30,455173,39,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.000118868
neutrocytes,8,1e-08,2.66035,0.000415679,20,455173,25,1513647,blueprint_neut_meth_M_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.000415679
neutrocytes,9,0.1,1.20939,-1,3805,30057,158441,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,9,0.01,1.73021,-1,614,30057,17871,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,9,0.001,2.85607,-1,136,30057,2398,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,9,1e-04,5.80175,-1,50,30057,434,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
neutrocytes,9,1e-05,7.72175,0,23,30057,150,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,9,1e-06,10.2079,0,15,30057,74,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
neutrocytes,9,1e-07,10.3301,0.000212934,8,30057,39,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.000212934
neutrocytes,9,1e-08,6.04311,0.108911,3,30057,25,1513647,blueprint_neut_psi_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0.108911
T-cells,10,0.1,1.11447,-1,15036,128891,158441,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,10,0.01,1.34712,-1,2050,128891,17871,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,10,0.001,1.6063,-1,328,128891,2398,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,10,1e-04,2.86826,-1,106,128891,434,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,10,1e-05,4.2277,0,54,128891,150,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,10,1e-06,5.71311,0,36,128891,74,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,10,1e-07,6.92572,0,23,128891,39,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,10,1e-08,7.51592,0,16,128891,25,1513647,blueprint_tcel_K27AC_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,11,0.1,1.12877,-1,11723,99218,158441,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,11,0.01,1.41281,-1,1655,99218,17871,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,11,0.001,2.01035,-1,316,99218,2398,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,11,1e-04,3.55031,-1,101,99218,434,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,11,1e-05,5.59378,0,55,99218,150,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,11,1e-06,6.18477,0,30,99218,74,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,11,1e-07,8.21465,0,21,99218,39,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,11,1e-08,9.76369,0,16,99218,25,1513647,blueprint_tcel_K4ME1_log2rpm_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,0
T-cells,12,0.1,1.12659,-1,16680,141445,158441,1513647,blueprint_tcel_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,12,0.01,1.47247,-1,2459,141445,17871,1513647,blueprint_tcel_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,12,0.001,2.03048,-1,455,141445,2398,1513647,blueprint_tcel_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
T-cells,12,1e-04,3.79724,-1,154,141445,434,1513647,blueprint_tcel_gene_nor_combat_fdr0.05,BLUEPRINT,all,all2,meta-nalls-2014-noMhcMapt,all2_BLUEPRINT,
